LinearRegressionModelActivity=0.0025*N3_Q_AB_nCi_2_NS1_T_KA_v_MAS+-1.7381,1,0.76222,0.58931,0.34728,1.23281,1.41422,[N3_Q_AB_nCi_2_NS1_T_KA_v_MAS]
LinearRegressionModelActivity=0.0093*N2_Q_AB_nCi_2_NS1_T_KA_p_MAS+1.1123,1,0.75375,0.68593,0.47050,1.29036,1.30874,[N2_Q_AB_nCi_2_NS1_T_KA_p_MAS]
LinearRegressionModelActivity=0.0109*N1_Q_AB_nCi_2_NS1_T_KA_e_MAS+1.8473,1,0.79557,0.60527,0.36635,1.22181,1.41698,[N1_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.2267*N3_Q_AB_nCi_2_NS1_T_KA_e_MAS+-6.787,1,0.75872,0.61762,0.38145,1.32037,1.45349,[N3_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0421*N2_Q_AB_nCi_2_NS0_T_KA_r_MAS+3.6368,1,0.27403,0.47705,0.22757,1.96967,1.57835,[N2_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0042*N2_Q_AB_nCi_2_NS0_T_KA_v_MAS+-2.2404,1,0.82665,0.63629,0.40487,1.05959,1.45411,[N2_Q_AB_nCi_2_NS0_T_KA_v_MAS]
LinearRegressionModelActivity=0.0012*N2_Q_AB_nCi_2_NS1_T_KA_v_MAS+-0.1577,1,0.78637,0.60279,0.36336,1.18953,1.41779,[N2_Q_AB_nCi_2_NS1_T_KA_v_MAS]
LinearRegressionModelActivity=0.0015*N1_Q_AB_nCi_2_NS1_T_KA_p_MAS+2.6267,1,0.79535,0.67141,0.45079,1.21581,1.28294,[N1_Q_AB_nCi_2_NS1_T_KA_p_MAS]
LinearRegressionModelActivity=0.0154*N3_Q_AB_nCi_2_NS1_T_KA_p_MAS+0.7099,1,0.70494,0.68118,0.46401,1.38260,1.33225,[N3_Q_AB_nCi_2_NS1_T_KA_p_MAS]
LinearRegressionModelActivity=0.0183*N1_Q_AB_nCi_2_NS0_T_KA_r_MAS+2.0037,1,0.77271,0.65166,0.42466,1.17855,1.37890,[N1_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0063*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+6.0627,1,-0.37755,0.28548,0.08150,2.16363,1.79433,[N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
