LinearRegressionModelActivity=0.0015*N1_Q_AB_nCi_2_NS1_T_KA_p_MAS+2.6267,1,0.79148,0.68593,0.47050,1.22923,2.76776,[N1_Q_AB_nCi_2_NS1_T_KA_p_MAS]
LinearRegressionModelActivity=0.6302*N3_Q_AB_nCi_2_NS0_T_KA_e_MAS+-8.5393,1,0.72198,0.61762,0.38145,1.38523,21.28746,[N3_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0042*N2_Q_AB_nCi_2_NS0_T_KA_v_MAS+-2.2404,1,0.82441,0.67519,0.45589,1.06891,4.60363,[N2_Q_AB_nCi_2_NS0_T_KA_v_MAS]
LinearRegressionModelActivity=0.006*N1_Q_AB_nCi_2_NS1_T_KA_r_MAS+2.9124,1,0.78210,0.47705,0.22757,1.20426,2.94470,[N1_Q_AB_nCi_2_NS1_T_KA_r_MAS]
LinearRegressionModelActivity=0.0005*N1_Q_AB_nCi_2_NS0_T_KA_v_MAS+1.8457,1,0.81201,0.60359,0.36432,1.14081,4.10800,[N1_Q_AB_nCi_2_NS0_T_KA_v_MAS]
LinearRegressionModelActivity=0.0093*N2_Q_AB_nCi_2_NS1_T_KA_p_MAS+1.1123,1,0.75865,0.60701,0.36846,1.28221,4.76952,[N2_Q_AB_nCi_2_NS1_T_KA_p_MAS]
LinearRegressionModelActivity=0.0063*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+6.0627,1,-0.28966,0.63629,0.40487,2.13634,12.43815,[N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0183*N1_Q_AB_nCi_2_NS0_T_KA_r_MAS+2.0037,1,0.77363,0.60279,0.36336,1.17492,89.14893,[N1_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0954*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-2.3344,1,0.77962,0.69632,0.48487,1.25887,11.70189,[N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0516*N3_Q_AB_nCi_2_NS1_T_KA_r_MAS+1.8227,1,0.70976,0.60062,0.36074,1.32639,4.21174,[N3_Q_AB_nCi_2_NS1_T_KA_r_MAS]
LinearRegressionModelActivity=0.0012*N2_Q_AB_nCi_2_NS1_T_KA_v_MAS+-0.1577,1,0.78558,0.67141,0.45079,1.17296,3.31530,[N2_Q_AB_nCi_2_NS1_T_KA_v_MAS]
LinearRegressionModelActivity=0.0044*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.345,1,0.80477,0.56857,0.32327,1.19315,3.49101,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS]
LinearRegressionModelActivity=0.2267*N3_Q_AB_nCi_2_NS1_T_KA_e_MAS+-6.787,1,0.76514,0.65166,0.42466,1.30189,41.20290,[N3_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0287*N2_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.4486,1,0.77157,0.28548,0.08150,1.24726,4.14466,[N2_Q_AB_nCi_2_NS0_T_KA_p_MAS]
LinearRegressionModelActivity=0.0323*N2_Q_AB_nCi_2_NS1_T_KA_r_MAS+2.0476,1,0.72402,0.58455,0.34170,1.31666,1.43152,[N2_Q_AB_nCi_2_NS1_T_KA_r_MAS]
LinearRegressionModelActivity=0.0278*N1_Q_AB_nCi_2_NS0_T_KA_e_MAS+1.4038,1,0.78967,0.61270,0.37540,1.21268,240.45252,[N1_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0421*N2_Q_AB_nCi_2_NS0_T_KA_r_MAS+3.6368,1,0.26251,0.60181,0.36218,1.97236,2.13893,[N2_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.2624*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-3.6545,1,0.77524,0.61659,0.38019,1.25103,13.51534,[N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.001*N1_Q_AB_nCi_2_NS1_T_KA_p_MAS+0.0334*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.8134,2,0.78933,0.69588,0.48425,1.22854,2.43809,[N1_Q_AB_nCi_2_NS1_T_KA_p_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=-0.0789*N3_Q_AB_nCi_2_NS0_T_KA_e_MAS+0.1061*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-1.4484,2,0.77188,0.69385,0.48143,1.27589,10.37271,[N3_Q_AB_nCi_2_NS0_T_KA_e_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0041*N2_Q_AB_nCi_2_NS0_T_KA_v_MAS+0.0016*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-2.2552,2,0.80657,0.67799,0.45967,1.11106,4.33453,[N2_Q_AB_nCi_2_NS0_T_KA_v_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0031*N1_Q_AB_nCi_2_NS1_T_KA_r_MAS+0.0486*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.1344,2,0.78358,0.69852,0.48794,1.21718,4.48649,[N1_Q_AB_nCi_2_NS1_T_KA_r_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0005*N1_Q_AB_nCi_2_NS0_T_KA_v_MAS+0.0039*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+1.659,2,0.80752,0.68906,0.47480,1.13740,3.46951,[N1_Q_AB_nCi_2_NS0_T_KA_v_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0037*N2_Q_AB_nCi_2_NS1_T_KA_p_MAS+0.0625*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-1.4288,2,0.78521,0.69663,0.48529,1.23927,5.80663,[N2_Q_AB_nCi_2_NS1_T_KA_p_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0254*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0996*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-3.9572,2,0.79775,0.68110,0.46390,1.16658,61.94317,[N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.009*N1_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0553*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-0.8309,2,0.79882,0.63578,0.40421,1.16033,50.72162,[N1_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0805*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.0102*N3_Q_AB_nCi_2_NS1_T_KA_r_MAS+-1.8798,2,0.77106,0.69949,0.48928,1.28131,10.70974,[N3_Q_AB_nCi_2_NS1_T_KA_r_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0367*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.0008*N2_Q_AB_nCi_2_NS1_T_KA_v_MAS+-1.1069,2,0.77615,0.69526,0.48338,1.23071,2.85939,[N2_Q_AB_nCi_2_NS1_T_KA_v_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
